Tepiter north=Stelle south=Neptune-Hecomri east=Drano west=Hephaesbar
Jomopi north=Magdis south=Tepo east=Dustopia-Dunehein west=Aescos
Borazar north=Heli-Loxepsi south=Topiadrea east=Jothoscas west=Biru-Pridreme
Heligi north=Brenta-Heinlein south=Yalanbu east=Barsonnos west=Catdi
Dessig north=Nignibi south=Sicmetne east=Chronosthu west=Dustopia-Brenta
Catza north=Retme south=Nishy east=Centau-Sigrida west=Phoonpri
Nigamdi north=Phobos-Centauri south=Retnig east=Hecori-Sighein west=Saiti
Phanibi-Dreaboslic north=Davtaxmes south=Marida-Marthi east=Rucar west=Ceti-Biacheatos
Leindesme north=Kupsic-Marda south=Mardretu east=Neptunebos west=Xarbu
Spholi-Vanjupi north=Barsonplu south=Resthe east=Piame west=Stagni-Kara
Retna north=Retosdos south=Ciinos east=Karaaphro west=Embora-Davdone
Cogrusa north=Lethkupsic south=Potelmia-Neptunedus east=Cygcaldo west=Turnsonpist
Cogastos north=Mebuso south=Stagni-Vanmag east=Astosscher west=Piabran
Cordomi-Dermi north=Castal-Benzarvon south=Chronospi east=Vicica west=Sontaxdrea
Mechro north=Cavalles south=Denibi-Dandisval east=Zardrale west=Pulchea
Achra-Potelmia north=Bubos south=Heinleinben east=Rida-Esla west=Danibi-Cheaaes
Puslethqua north=Pesembo south=Shporio-Vonmarle east=Dyoso west=Esla-Prinoe
Xarkup north=Biavezeus south=Stellera-Cygpius east=Dani-Appo west=Embo-Toidoxi
Ando-Taxdestal north=Laes south=Amdige-Leonis east=Cogbos west=Lambdus-Vallesti
Neptune-Tiron north=Cordo-Digetax south=Terra-Dani east=Lasphoonmet west=Turnpo
Embora-Cicabi north=Dydislius east=Biaronmio west=Phoonpul
Deni-Meglo north=Peri-Boslic south=Davdomi east=Kupsicdi west=Leinamdi
Ticog north=Zeusne south=Rida-Rionaxi east=Cronnis west=Brentace
Epsi-Larcu north=Scherpiter south=Nossig east=Nimbus west=Cogres
Cheanomi north=Benzar-Miata south=Suskaracii east=Trapist-Landavdra west=Soliry
Croncal north=Metne-Cronstel south=Rydo east=Tabo west=Heli-Cyglo
Tidorsai north=Aesdav south=Aura-Nosam east=Nisrevus west=Vianopca
Soncu south=Eonspho east=Heinlein-Dustopia west=Tuno
Sigvonnos north=Siglep south=Miomeg east=Plutopia-Draphoon west=Leplein
Castalbar north=Navon south=Minibi-Glatiusthos east=Aldige-Rydite west=Omri-Thetuneli
Aesando north=Phice south=Yastag east=Butheret west=Britoid
Taxthos north=Hypho-Lambdusto south=Terravon east=Netquador west=Phanibi-Kupsic
Conmars north=Benzartius south=Delta-Cheapluto east=Disleo west=Brenta-Orilepcon
Noeliret north=Vallesti-Scherhy south=Scherepsi east=Hechec west=Busterra-Piusdia
Miavehein north=Kisnim south=Zeuschealeth east=Tunexima west=Vada-Thiles
Yata north=Naeonpo south=Largebri east=Reshein west=Yaconpa
Saturnter north=Dermini-Ara south=Lacog east=Sustyphoon west=Toidza
Tosdia north=Conkara south=Razathu east=Phantax-Spholihe west=Aesoxi
Cori-Simiobar north=Spholi-Lera south=Drearora east=Lanetal west=Turnbos
Stagnibi-Nomini north=Segando south=Nabranda east=Siclas west=Buvalles
Lera-Arva north=Morjodes south=Nigmialein east=Cheaosi west=Draliusmag
Kupsic-Condone north=Ridani-Yacronaes south=Dusto-Tunimbus east=Britoidseg
Dermi-Dovthos north=Zeusvar south=Heinlein-Cronpist east=Typhoonsep west=Trapist-Diacaldo
Osi-Appotel north=Nismeglo south=Cori-Thosarva east=Oprora west=Qualepson
Percii-Phobos north=Cordo-Spholivi south=Dissoli east=Neptuneca west=Vineli
Turettu north=Xelileo south=Thuragi east=Deni-Osoli west=Segsig
Nomi-Bora north=Phanibi-Morpiuscyg south=Leinperi east=Nisce west=Remer
Dansepdos north=Stelle-Embora south=Marida-Omrida east=Piamar west=Xarcal-Potel
Thetius north=Omri-Dorsaidan south=Dylarxe east=Concarda west=Phantaxscher
Solires north=Cury-Orimagcos south=Eslamar east=Spholi-Thiem west=Aespha-Theglatius
Nomi-Cygmet north=Raen south=Magneptune east=Nibi-Castal west=Aldige-Dyry
Lesti north=Vandor south=Lonsimio-Noeli east=Delta-Nimbus west=Saturn-Diaju
Gedov north=Lathiqua south=Gevada east=Mari-Catoso west=Neptunehy
Nimbus-Perida north=Xelicii south=Tossus east=Kara-Brantel west=Shporiona-Glatius
Toidtos-Pusju north=Josaipul south=Ando-Corida east=Piaron west=Lumeglo
Geomri north=Menis south=Mioda east=Busres west=Taxdo
Zeustax north=Phani-Cetiori south=Deio east=Ciiphani west=Epsi-Astoschea
Nosvar north=Zeusmes south=Reta east=Hephaes-Omrida west=Deskaratel
Lonsimio-Miacheathu north=Bupe south=Neptune-Taxsic east=Terra-Thosdra west=Oxipho
Gotal north=Leonis-Domi south=Achra-Eslalox east=Sendor west=Minibi
Meglovi north=Liusop south=Barson-Vusder east=Dissic west=Heliturn
Castal-Phantaxju north=Omrida-Cattyphoon south=Dremialius east=Dovach west=Castaldrea
Zeuslon north=Trapist-Lasbia south=Britoidthe east=Marslury west=Netta
Dige-Nisvarphan north=Potelmia-Vanam south=Chronos-Nimbusdra east=Tiuslesti west=Pluto-Pussic
Benzarru north=Nibi-Delta south=Trapistvar east=Ryvalles west=Rora-Loxzar
Sicsaturn north=Pesco south=Xima-Amdi east=Phoonmo west=Leonis-Cury
Esla-Netdia north=Ridani-Scherthos south=Ditetucron east=Biamagvian west=Nisrida
Cardani-Brenta north=Pagopri south=Cosma-Brentaom east=Hypho-Obli west=Libo
Hecep north=Tanibi south=Prometi east=Oplas west=Terra-Laval
Kisdeicog north=Dovvar south=Stellera-Roravian east=Vantu west=Shporiona-Lambdusto
Loxophec north=Meglo-Mordos south=Hephaescron east=Kupsic-Aphrora west=Dorsainim
Pulcal north=Phoonthi south=Tecordo east=Netthu west=Dorsailu
Joas north=Dosthosleb south=Bosliclar east=Phoboslic-Segpluto west=Shporiona-Phinig
Dreadune north=Tutos south=Ximari-Lasnim east=Spholilo west=Loxmio
Trapist-Landavdra north=Cordomi-Taxti south=Ludige east=Pluto-Perida west=Cheanomi
Carda-Hecgeaes north=Bula south=Astosdei east=Cellesti-Nigsa west=Terra-Tuneori
Nula-Larlethcron north=Mari-Toidtel south=Obli-Roralox east=Helitau west=Terraspho
Kisdre north=Branhec south=Omrida-Sigep east=Embora-Danri west=Lethob
Segme north=Lasniglo south=Ceti-Terra east=Thery west=Endor-Scherlethka
Cosma-Nigco north=Drabran south=Nelias east=Zathu-Soli west=Phantax-Tuthu
Eonscher north=Dige-Quascherlon south=Barida-Jobu east=Naneptune west=Cronhec
Glatiusa north=Biavus south=Ronnim east=Vidusto west=Keplarru
Nomi-Naaesmo north=Turnpisthein south=Tiusthu east=Nosci-Spholive west=Phobos-Varnomi
Embo-Toidoxi north=Saturn-Reastos south=Turnry east=Xarkup west=Neptuneori
Conval north=Saturn-Celles south=Trapist-Dunepago east=Mesdos west=Sondreanig
Loxcog north=Karamari south=Plutopia-Thosliccor east=Dovthigi west=Epsimio-Deni
Pesbritoid north=Kupsicoso south=Leralon east=Pessoli west=Geaphro
Achra-Neptune north=Lonsimio-Thebrenta east=Deni-Urape west=Senshpo
Dustopia-Barson north=Leonislar south=Pulkep east=Lanbren west=Pusmeg
Perciibi north=Celles-Talesti south=Shporiona-Thostune east=Ridani-Rora west=Thepeskup
Segcosma north=Deni-Trapist south=Varxima east=Neptunebran-Potelmia west=Vear
Kisaura north=Lambdusto-Prire south=Oxiper east=Donees west=Cheados
Cordomi-Taurida north=Disamdi south=Dunecog east=Omri-Licnis west=Peri
Kara-Boslicdei north=Cabrenta south=Soli-Esla east=Suscal west=Prilius
Barida-Tusig north=Retle south=Typhooncal-Lascaldo east=Shporiona-Glatius west=Tumopi
Team north=Omrida-Buzeus south=Miasepvar east=Lepcica west=Laando
Soli-Xeli north=Ryoso south=Goxarpo east=Quametne west=Zeusta
Marnu north=Soli-Memars south=Dusto-Yaappo east=Taxdo west=Tauri-Zeusastos
Cetilar north=Geheinlein south=Kupsic-Osimio east=Omri-Opresus west=Denibi-Eonchro
Vonretge north=Liussai south=Pritune east=Dige-Omrida west=Biruam
Joval north=Vekiste south=Solixi east=Marida-Benzar west=Cronmet
Perciigo north=Terra-Potelmia south=Dunera east=Quatrapist west=Loxtu
Vonriona north=Glatiuslamb south=Telmiacii east=Noelicron west=Helivar
Potelmia-Keplar north=Leintauri south=Brenta-Cury east=Aesob-Karamia west=Amdi-Pluto
Roranet north=Topia-Lepmari south=Minibi-Cheanimbus east=Minibi-Conkeplar
Dialicheph north=Xeli-Leonis south=Hecglatius east=Branne west=Astos-Osimio
Dovri north=Dunelo south=Contel east=Lardorsai west=Piter-Percii
Sigda north=Nula-Astosper south=Sicthoskup east=Cordomi-Xarboslic west=Vada-Xarara
Digepho north=Neptune-Davdiajo south=Achraxar east=Thecog west=Varmercu
Hyphobos-Roncosma north=Tuneal south=Stagnibi-Phobos east=Busonpho west=Desesla
Esla-Karapho north=Cardani-Chronos south=Liuspri east=Lilarcel west=Brentaso
Opto north=Soncyg south=Tider east=Glatius-Sepdige west=Hechec
Dorsai-Vianamdi north=Kara-Arva south=Viantu west=Cardani-Denibi
Thilar north=Dovne south=Typhoon-Vedel east=Vanvon west=Cury-Pistbos
Potel-Biru north=Dusto-Corida south=Shporio-Talty east=Vianmari west=Rora-Helido
Centau-Sigrida north=Xima-Raepsi south=Dovlardre east=Pistgi west=Catza
Sepmarsob north=Busnibi south=Barsongi west=Nomini-Piter
Lonsi-Neli north=Tulethdi south=Zathu-Quahy east=Phantax-Tuthu west=Nimbusder
Tospercii north=Sepsaturn south=Lesti-Britoiddrea east=Maroxi west=Valles-Opmari
Domini-Marxeli north=Pisttauri-Kisvonne south=Phanibi-Tival east=Mini-Osi west=Mordus
Resvon north=Cygbar south=Tiuscastal east=Dymet west=Curycat
Ralonsi north=Conbarson south=Nigphipia east=Celles-Retdavcon west=Bianep
Miobora north=Thosno south=Neptunebos east=Mercu-Nomini west=Kupsic-Marda
Thidusto north=Piame south=Toidsonspho east=Pagoqua west=Resthe
Schermet north=Uraru south=Busnig east=Lantelmia-Caraka west=Orian
Thebritoid north=Lambdus-Dunexima south=Piadrenig east=Aldi-Tura west=Valles-Caldo
Digedes north=Kupsicgi south=Dige-Rida east=Segtisen west=Britoid-Karatyphoon
Mercury-Curyo north=Doneom south=Oridani east=Mormiavon west=Yadre
Golischer north=Sigbi south=Simio-Achraa east=Retni west=Danibi-Mesres
Dermi-Seplius north=Dovbusne south=Brenta-Deslamb east=Ara-Retsigoxi west=Liusve
Meme north=Leinesla south=Piterra-Tauri east=Cronsig west=Dusto-Centau
Naoxibus north=Catviap south=Turnpe east=Mari-Nomi west=Biabora
Dermi-Tadige north=Nigstel south=Pulgolep east=Karace west=Aesxi
Nismecen north=Terra-Castalnig south=Roracyg east=Topia-Heli west=Sigleo
Thesep north=Glatiuskep south=Oxistelle east=Megloge west=Rondune
Aldi-Phoonkarapho north=Mornig south=Resdes east=Liccaldo west=Tenigdav
Lasvian north=Lanetju south=Neptunedre east=Omrida-Britoid west=Appo-Renethec
Boslic-Omrida north=Nibi-Conder south=Topiapro east=Rysic west=Ridani-Prome
Dypusphan north=Sices south=Catkarapho east=Phoonnoe west=Joci
Danibi-Cheaaes north=Pulciidre south=Dovpo east=Achra-Potelmia west=Nigthe
Magaldi north=Thosrio south=Nibi-Litoidcu east=Cogpha west=Deinisda
Dani-Branben north=Varditetius south=Heinlein-Percii east=Mercury-Aldige west=Phoonpiahec
Potel-Esla north=Tatiusphi south=Oxicica east=Aldi-Lesti west=Brantoshe
Ronoxi north=Pluto-Disdite south=Cica-Larcyg east=Hyphobos-Morhe west=Bulanlas
Toidan north=Castalo south=Oxideni east=Dovmars west=Tunexe
Danibi-Gopius north=Gobritoid south=Lebspholi east=Nelina west=Noeli-Toscel
Nigvussus north=Arva-Miota south=Corida-Lanpa east=Valles-Thiseg west=Tauri-Sigdune
Gesen north=Resge south=Deltalius east=Landone west=Susrida
Larterra north=Topia-Phoboslic south=Resstagni east=Chronos-Hyphobos west=Leonis-Diavi
Noeli-Deicor north=Nislarsig south=Centauri-Revar east=Kupsic-Jodeinep west=Nisronmet
Hypho-Donela north=Oxicori south=Nigbo east=Astosdus west=Lancel-Helileb
Vusmet north=Mercu-Brenta south=Roraty east=Potelmia-Aldige west=Cogthi
Karadannos north=Heinleinter south=Domi-Jupiter east=Taxcury west=Davmet
Ximari-Vuspercii north=Noscheadei south=Xelilan east=Nisson west=Saispho
Typhoonjo north=Pagocon south=Mioal east=Vusdor west=Deigi
Mopi-Dradavnet north=Quazathu south=Glatiuslep east=Quamagdei west=Tauri-Perida
Keplar-Corida north=Barson-Saiastos south=Embo-Larturn east=Endorsai-Lanan west=Hyphobos-Dige
Tunedan north=Vallesti-Nimbusvar south=Jupiter-Hephaespus east=Hypho-Xeligo west=Carda-Neptune-Lonsimio
Drepago north=Eonarva south=Cogep east=Dredy west=Mari-Lepaldi
Vusneli north=Mespius south=Appotel-Dani east=Segachra west=Ruzeus
Toshe north=Ditelas south=Lambdusto-Diteralep east=Benzar-Diaveco west=Turnres
Aestunedos north=Loxdesty south=Osolimeg east=Sailo west=Eslanu
Turnpistam north=Convianpi south=Kupsic-Marstyphoon east=Perida west=Pusmor
Valles-Lebcury north=Sentikara south=Biami east=Viciici west=Neli-Danas
Corida-Lera north=Andomi-Metne south=Lera-Chronos east=Trapist-Biaesla west=Drapulry
Cordomi-Davlar north=Busres south=Licmarsper east=Senob west=Mioda
Celles-Phoonrespul north=Magleonis south=Schernoe east=Bora-Leinach west=Aphro-Eonmet
Auraom north=Yabora south=Miodanlar east=Biru-Davcarda west=Britoid-Orilera
Xelisep north=Draciixe south=Thosne-Geleo east=Glatiusnim west=Arvada-Turncori
Omrida-Thura north=Dylox south=Sicnalamb east=Metneli-Dovsaibran west=Lonsi-Dorsaiqua
Nisheinlein north=Omrida-Dermini south=Taphi east=Saturn-Tibren west=Tosqua
Lethschercos north=Nomini-Netbiagi south=Scherbenzar east=Phantax-Piusthos west=Cellesti-Nigsa
Percii-Lethmars north=Piaron-Domi south=Cheamiaam east=Amdi-Kiscas west=Xarma
Dovcogpi north=Osimio-Ciiprome south=Talbia west=Dusto
Saturn-Diaju north=Luar south=Thitison east=Lesti west=Cronbus
Boslic-Omri north=Embo-Dantrapist south=Drade east=Varda-Embo west=Oxigemet
Barida-Taxduneco north=Perciixe south=Doskara east=Perciidav west=Josa
Morriona north=Topia-Dostel south=Astos-Saixar east=Cetian west=Mardan
Dreapercii north=Omri-Hypho south=Endor-Meru east=Lascen west=Cogbos
Leinlepvar north=Gidiames south=Theresce east=Turnzarseg west=Borato
Lera-Denibi north=Ditevalles south=Achra-Phani east=Perciies west=Toidjocen
Shporio-Xeli north=Spholi-Caaes south=Pusdos east=Aldige west=Eonzeus
Neptune-Lonsimio north=Lethcica south=Turndosem east=Schervianpha west=Seprumars
Peslaru north=Carda-Ridani south=Nigvetel east=Senmar west=Mesdos
Leppuldra north=Liusriona south=Eonperi east=Godusto west=Uraach
Nospiaar north=Embora-Caldo south=Dreronchro east=Busthos west=Mopi
Benzar-Boravar north=Lepsonseg south=Neptune-Vianlasoso east=Liseptius west=Cicasus
Nula-Phanibi north=Hecnimbus south=Lucat east=Hephaeslas west=Gehephaes
Dytalpi north=Dani-Rida south=Siggi east=Mopi-Thosza west=Osi-Nulasep
Rysic north=Leincygtau south=Diaxar east=Vussigchea west=Boslic-Omrida
Aespluto north=Perida-Cogkupsic south=Promeci east=Susrida west=Ryturngla
Leinach north=Schervusder south=Epsimio-Trapiststel east=Nomini-Memene west=Zeusre
Liusmar north=Tosra south=Arader east=Piterra-Tunedra west=Keplardre
Phoontal north=Bari-Corida south=Xeli-Arater east=Napiusan west=Vallesti-Aldi
Heli-Thuralas north=Resmornep south=Typhoon-Tosphobos east=Piason west=Ruxi
Redige north=Chronoscron south=Neptune-Centauri east=Sepbren west=Tauri-Brantiuscar
Miaronbri north=Lepthi south=Dorsai-Caldo east=Heinleinmar west=Nimbus-Pesleth
Saimor north=Toidmio south=Xarcal east=Licpe west=Telmiaqua
Netnimbus north=Brenta-Hephaesshpo south=Pagomor east=Nigbari west=Vanxi
Riona-Phoonal north=Phantaxleo south=Topiares east=Lupluto west=Brentaza
Marnimbus north=Barsonmo south=Oxipro east=Saipha west=Typhoon-Davmag
Pusbren north=Biru-Kisoso south=Cellesti-Centau-Pularva east=Morphani west=Tiusgi
Desvusre north=Castalto south=Kara-Scherlicspho east=Mescon west=Timor
Aesbarson north=Nomi-Nimbusnig south=Lesti-Xima east=Davomri west=Zarpesdia
Esla-Tauri north=Spholi-Toidlera south=Perciikis east=Phobos-Jupiter west=Segdrea
Biabuleth north=Achrahec south=Taxka east=Riona-Saturnma west=Lepaphro
Vanboslic north=Biruxi south=Pistphantax east=Chronosne west=Piusson
Rida-Catba north=Dosaes south=Hephaesach east=Riona-Magtunemo west=Riona-Piaqualo
Topia-Dorsai north=Thosri south=Pulvalles east=Mesau west=Bulic
Omrida-Vival north=Diabenzar south=Toidsusron east=Sonra west=Biaval
Vussigam north=Branperi south=Jolambdus east=Aphrora-Phoonlonsi west=Phanibi-Dorsai
Diapusdra north=Terrakara south=Puscordo east=Talvar west=Keplarme
Phantax-Lonsimio north=Donecelles south=Astosbia-Ronlar east=Sainet west=Chronosa
Ara-Deibar north=Minibi-Centau south=Meglo-Keplardone east=Phizeusa west=Cica-Duneop
Davta north=Shporiona-Osimio south=Dermini-Zeusdreadel east=Britoid-Hephaescar west=Thuracii
Xeli-Yalesti north=Xeli-Keplar south=Vusya east=Brentanig west=Domini-Dorsai
Catnage north=Osi-Danibi south=Cicanos east=Caldomi-Phoboslic west=Centau-Drapiapi
Telmiaba north=Curythu south=Crondige east=Nulaza west=Appotel-Lesti
Typhoondite north=Pago-Diaben south=Hephaespia east=Miaphani-Scherappo west=Thedesphi
Metneli-Vicon north=Nulaxe south=Embora-Rionader east=Turncelles-Telmiato west=Linet
Opdor north=Sigthosheph south=Vadani-Piusphoonce east=Sonnu west=Xeli
Chronosdone north=Branne south=Quage east=Busyalo west=Hecglatius
Retap north=Licteep south=Stelle-Marsri east=Yalic
Retepsi north=Ditevian south=Niscel east=Trapistres west=Stelle-Amdi
Marstauri north=Vallesti-Phiprome south=Amdige-Nibi east=Brenta-Dustopia west=Neli-Cica
Rame north=Resmes south=Centauri-Nadav east=Dustopia-Terra west=Phiosi
Danmia north=Phobos-Hyphobos south=Deni-Nulalas east=Neptuneba west=Leplesti
Rysigleo north=Plutopia-Lange south=Ara-Donezathu east=Vanap west=Yachro
Barsonlas north=Tauri-Stellera south=Appo-Morsimio east=Draceti west=Catdige
Lascen north=Pistdosra south=Birudor east=Metne-Netthu west=Dreapercii
Epsi-Cheathu north=Marida-Telmia south=Metneli-Glatiusna east=Dustopia-Nibiru west=Vusstag
Cordomi-Lerabo north=Ciisimio south=Nimbusas east=Thura-Barson west=Pripiada
Radiso north=Cardani-Rescii south=Boslicda east=Opphoon west=Gepiahy
Tosdoskep north=Dorsai-Geben south=Prileinkep east=Aldi-Senpi west=Mini-Genetsa
Lanlonsi north=Lambdus-Dani south=Hypho-Piusvedi east=Phoonda west=Hephaes-Yasus
Dani-Auraty north=Dermini-Conle south=Jupi-Morvonxi east=Eonmarchro west=Lupluto
Yatauri north=Cosma-Boslic south=Vusthelox east=Nosphoon west=Bari-Kupsic
Taval north=Simiosus south=Lepau east=Aesdralius west=Spholi-Jupi
Miorontos north=Loli south=Gokup east=Jupiter-Stelle west=Sonnu
Plutopia-Vanpia north=Thinim east=Catdomi west=Cica-Toshypho
Loo north=Saithimet south=Plutopia-Magdes east=Deimeg west=Duneoxi
Piterra-Tosconba north=Riona-Resnibi south=Leinaphro east=Britoid-Phanibi west=Oridan
Rionala-Nelibia north=Dige-Taxardrea south=Kupsicstel east=Buphantax west=Talzarca
Tepo north=Jomopi south=Tume east=Sonlamb west=Pulpul
Heli-Loxepsi north=Scherzar south=Borazar east=Dessaidan west=Appotel-Dani-Osimio
Corida-Sepmetne north=Stagni-Toidtel south=Ara-Retsigoxi east=Roranep west=Dovbusne
Sicmetne north=Dessig south=Pulditepul east=Amdige-Perida west=Cronnis
Retme north=Bora-Lambdusto south=Catza east=Xima-Raepsi west=Amdige-Biru
Labarson north=Susspho south=Yanula east=Castal-Ditecon west=Aesma
Davtaxmes north=Sigditeplu south=Phanibi-Dreaboslic east=Barida-Promehy west=Marida-Domi
Kupsic-Marda north=Aldi-Aphro south=Leindesme east=Miobora west=Chronoster
Celles-Metneli north=Liccaldo east=Scherpist west=Resdes
Dunepist north=Lonsi-Dreaara south=Prome-Retnoeli east=Gialdi west=Taxsaive
Lethkupsic north=Pusceti south=Cogrusa east=Geaphro west=Maggomes
Mebuso north=Deltachro south=Cogastos east=Piabarson west=Keplar
Phobos-Jupiter north=Leplinim south=Caldomi-Ruchro east=Cheatopia west=Esla-Tauri
Denibi-Dandisval north=Mechro south=Cori-Delta east=Minibi-Kissai west=Toidcen
Bubos north=Endorsai-Cosma south=Achra-Potelmia east=Pistcel west=Pulciidre
Shporio-Vonmarle north=Puslethqua south=Dustopia-Nibiru east=Yaty west=Marida-Telmia
Amdige-Leonis north=Ando-Taxdestal south=Karames east=Mopi-Lesticen west=Omri-Obli
Terra-Dani north=Neptune-Tiron south=Vartoid east=Davret west=Retva
Crontal north=Endorsai-Piuscogju south=Vancentau east=Minibi-Spholi west=Busnomi
Percii-Taldov north=Marsastos south=Tauri-Gimesno east=Tiusca west=Lebnoe
Nossig north=Epsi-Larcu south=Karalar east=Helikup west=Aldige-Cicaval
Davlesti north=Lepan south=Achra-Mini east=Uraba west=Kupsicnos
Metne-Cronstel north=Saisigori south=Croncal east=Branmiodan west=Arva-Sennep
Aesdav north=Zeusthoshe south=Tidorsai east=Giru west=Varmio
Lambdus-Viandei north=Danara south=Licrydia east=Dunedani west=Oppriphoon
Siglep north=Aphro-Lonsimio south=Sigvonnos east=Dandel west=Deltasep
Navon north=Vada-Vada south=Castalbar east=Niglicron west=Meglo-Cheavanoso
Phice north=Ladisnim south=Aesando east=Drebus west=Cheaciileo
Epsi-Pluto north=Tadav-Piao south=Piau east=Obliaes west=Castalter
Benzartius south=Conmars east=Pistju west=Canos
Dustopia-Terra north=Brentapi south=Thosres east=Taxcel west=Rame
Kisnim north=Dusto-Opca south=Miavehein east=Kisaphro west=Kisamdi
